event,content,title,actual_side,price_change_percentage,market_cap,float_shares,avg_volume,beta,recent_volume,float_ratio,day_of_week,hour,combined_sentiment,prev_news_sentiment,volatility,days_since_event
conference_call_webinar,san diego 29 2024 globe newswire bioatla inc nasdaq bcab global clinical stage biotechnology company focus development conditionally active biologic cab antibody therapeutic treatment solid tumor today announce company s management participate fireside chat investor meeting jefferies global healthcare conference hold new york ny june 4 6 2024,bioatla participate jefferie global healthcare conference,DOWN,-1.7857126384770277,21971048.0,45152550.0,450810.0,0.911,337200.0,2.055093138934474,2,8,0.0005050505050505,-0.0388888888888888,1.0810906409474974,404
changes_in_companys_own_shares,datum reinforce neuroprotective effect c1q blockade anx007 inflammation neuronal damage datum reinforce neuroprotective effect c1q blockade anx007 inflammation neuronal damage,annexon announce presentation highlight anx007 functional structural differentiation geographic atrophy macula society 48th annual meeting,UP,2.999997138977051,317073472.0,82380157.0,450810.0,1.259,337200.0,0.2598140944443312,3,8,0.0,0.0,0.7556330208758664,144
fund_data_announcement,november 30 2024 net asset value sek 373 share closing price november 29 2024 sek 358 20 class share sek 357 50 class c share stockholm december 2 2024ab industrivärden publ information contact sverker sivall head corporate communication sustainability tel 46 8 666 64 00 information submit publication 10 00 m cet december 2 2024 ab industrivärden publ box 5403 se 114 84 stockholm sweden 46 8 666 64 00 www industrivarden net info industrivarden se attachment substansvarde 241202 eng pdf,net asset value november 30 2024,DOWN,-0.0551432520299037,4549769728.0,90123946.0,450810.0,0.815,337200.0,0.0198084631504234,0,9,0.0,0.2666666666666666,0.2877679172993696,217
changes_in_companys_own_shares,copenhagen 11 november 2024 transaction connection share buy programme 10 november 2023 scandinavian tobacco group s announce share buy programme aggregated value dkk 850 million launch purpose adjust company s capital structure meet obligation relate group s share base incentive programme programme conduct accordance regulation 596 2014 european parliament council 16 april 2014 market abuse regulation commission delegate regulation eu 2016 1052 refer safe harbour rule share buy programme conduct direct buy chr augustinus fabrikker aktieselskab c w obel s describe company announcement 30 2023 share buy programme end later 28 february 2025 follow transaction execute 04 november 08 november 2024,scandinavian tobacco group s transaction connection share buy programme,UP,0.1926752816591566,6637309952.0,54163481.0,450810.0,0.647,337200.0,0.0081604567801868,0,11,-0.04,0.0,0.2372578169131894,238
changes_in_companys_own_shares,march 10 2025 14 12 et source kvika banki hf kvika banki hf week 10 kvika banki hf kvika bank purchase 16 147 962 share purchase price 322 656 231 isk detail trade accordance kvika s buyback programme announce 27 february 2025 base authorisation shareholder meeting kvika hold 21 march 2024 kvika purchase total 16 147 962 share buyback programme correspond 0 issue share company total purchase price 322 656 231 isk buyback programme maximum purchase price 2 500 000 000 isk buyback programme effect 27 february 2025 kvika s annual general meeting 2026 maximum purchase price reach time duration buyback programme contingent authorisation buyback extend bank s annual,kvika banki hf transaction relation share buyback programme,UP,0.2493822758694037,85889753088.0,4389532850.0,450810.0,0.553,337200.0,0.0511065952827064,0,14,-0.1699999999999999,0.0,0.2574696116849772,119
regulatory_filings,2 december 2024 15 05 gmt block list monthly return information provide form type print electronically provide ris note italicise term meaning give listing rule date 2 december 2024 astrazeneca astrazeneca lse sto nasdaq azn global science lead biopharmaceutical company focus discovery development commercialisation prescription medicine oncology rare disease biopharmaceutical include cardiovascular renal metabolism respiratory immunology base cambridge uk astrazeneca s innovative medicine sell 125 country million patient worldwide visit astrazeneca com follow company social medium astrazeneca contact detail contact investor relation team click medium contact click adrian kemp company secretary astrazeneca plc information provide rn t,block list interim review,DOWN,-0.4731328151402501,2063356133376.0,1543211000.0,450810.0,0.173,337200.0,0.000747913060202,0,15,0.0066666666666666,-0.0944903581267217,0.2511899855233028,216
mergers_acquisitions,11 feb 2025 08 00 cet essilorluxottica essilorluxottica acquiert la start canadienne med tech cellview la technologie propriétaire ultra grand champ de cellview permet d obtenir rapidement et facilement des image de haute qualité de la totalité de la rétine paris france 11 févri 2025 poursuivant son engagement à élever les standards de l industrie et à améliorer la qualité des solution de santé visuelle essilorluxottica acquis cellview imaging inc une start canadienne spécialisée dans le diagnostic innovant fondé sur l imagerie rétinienne grâce aux technologies propriétaire de cellview le groupe élargit son portefeuille de solution et d instrument d optique ophtalmique poursuivant son parcour dans le domaine de la med tech basée à toronto cellview conçoit et fabrique des instrument innovant et très performant de diagnostic par imagerie grâce à une solide expertise r d interne déjà distribuées en amérique du nord les solution de cellview,essilorluxottica acquiert la start canadienne med tech cellview,UP,2.031655352378176,128202792960.0,290868578.0,450810.0,0.767,337200.0,0.002268816234688,1,8,0.5,0.0,0.243440589391017,146
earnings_releases_and_operating_results,dallas jan 22 2025 globe newswire spectral ai nasdaq mdai spectral ai company developer ai drive deepview system receive breakthrough device designation u s fda 2018 use multi spectral imaging algorithm predict burn healing potential today announce update operating result,spectral ai provide update investor,UP,5.775357038053935,69003304.0,17924135.0,450810.0,0.698,337200.0,0.259757634214153,2,8,0.0,0.0,1.0005975330000574,166
geographic_expansion,information visit investor calendar https nasdaqbaltic com statistic en calendar nasdaq baltic issuer service 370 525 31459 vilnius 371 672 12431 riga 372 640 8800 tallinn https www nasdaqbaltic com nasdaq baltic common exchange regulate market alternative market north operate nasdaq company baltic state e nasdaq tallinn nasdaq riga ab nasdaq vilnius,mainor ülemiste interim report 3q 2024,DOWN,-0.368714595788657,5442367488.0,85519824.0,450810.0,0.824,337200.0,0.0157137172725959,3,10,-0.3,-0.3,0.2190358926241301,249
business_contracts,15 jan 2025 12 50 cet electromagnetic geoservice electromagnetic geoservice asa emgs company pleased announce company receive letter award csem survey india survey expect contract value approximately usd 10 million subject issuance callout order loa include minimum scope work atlantic guardian commence acquisition follow completion previously announce survey india company expect final contract execution place week contact ander eimstad cfo 47 948 25 836 information publish accordance norwegian security trading act 5 12 emgs emgs marine em market leader use proprietary electromagnetic em technology support oil gas company search offshore hydrocarbon emgs support stage workflow survey design data acqu,emgs receive letter award survey india,UP,5.775357038053935,249497840.0,33847807.0,450810.0,1.318,337200.0,0.1356637275897859,2,12,-0.0388888888888888,0.0,0.5724411753693027,173
management_changes,01 apr 2025 07 00 c odfjell drill ltd odfjell drilling ltd pleased announce appointment alasdair shiach non executive director company effective immediately appointment bring board s size mr shiach previously serve board odfjell drilling ltd prior spin odfjell technology march 2022 40 year experience internationally oilfield service sector hold senior executive position norway uae saudi arabia usa currently serve board odfjell technology ltd subsidiary group serve board welltec international mr shiach bachelor s degree business study robert gordon s university aberdeen scotland siman lieungh chair odfjell drilling ltd comment behalf board like welcome alasdair odfjell drill extensive operational experience knowledge odfjell,odfjell drill ltd appointment non executive director,DOWN,-0.6884642369823945,16690567168.0,115877183.0,450810.0,0.872,337200.0,0.0069426749752498,1,7,0.1925925925925926,0.0,0.3212082116543025,97
earnings_releases_and_operating_results,04 apr 2025 07 00 c gigante salmon bodø 4 april 2025 end quarter gigante salmon accumulate stand biomass total 1 070 tonne winter 2024 generation account 560 tonne total biomass average weight 3 500 gram autumn 2024 generation make ut remain biomass 510 tonne average weight 620 gram production positive quarter satisfactory growth gigante salmon begin harvest pilot production winter 2024 generation second quarter 2025 expect harvest volume approximately 550 tonne hog information contact kjell lorentsen ceo phone 47 911 22 688 e mail kjell gigante rune johansen cfo phone 47 988 44 724 e mail rune gigantesalmon gigante salmon gigante salmon land base salmon farming company production facility construction lil,gigante salmon operational update q1,UP,0.0,1459169408.0,30341058.0,450810.0,0.164,337200.0,0.0207933758984069,4,7,-0.1590909090909091,0.0,0.3277887862634988,94
changes_in_companys_own_shares,november 13 2024 15 30 et source nokia oyj nokia oyj nokia corporationstock exchange release13 november 2024 22 30 eet nokia corporation repurchase share 13 11 2024 espoo finland 13 november 2024 nokia corporation lei 549300a0jprwg1ki7u06 acquire share isin fi0009000681 follow round decimal 25 january 2024 nokia announce board director initiate share buyback program return eur 600 million cash shareholder tranche period year phase share buyback program start 20 march 2024 19 july 2024 nokia decide accelerate share buyback increase number share repurchase year 2024 post increase repurchase compliance market abuse regulation eu 596 2014 mar commission delegate regulation eu 2016 1052 authorization grant nokia s annua,nokia corporation repurchase share 13 11 2024,DOWN,-0.2237081099336919,27783749632.0,4667064115.0,450810.0,0.596,337200.0,0.1679781950534386,2,15,-0.2,0.0,0.3148621782470504,235
clinical_study,cardiamp hf ii evaluate cardiamp cell therapy product treat patient ischemic heart failure reduce ejection fraction hfref elevated marker cardiac stress,biocardia initiate patient enrollment university wisconsin madison ongoing cardiamp hf ii pivotal study,DOWN,-1.9999980926513672,10925347.0,3886990.0,450810.0,0.838,337200.0,0.3557772581502446,1,8,0.0444444444444444,-0.1778787878787879,1.3229172968792904,62
exchange_announcement,nasdaq determine transcode therapeutic regain compliance continued listing requirement,nasdaq determine transcode therapeutic regain compliance continued listing requirement,UP,5.775357038053935,6527236.0,780142.0,37160.0,1.332,50100.0,0.1195210346308912,0,7,0.0,0.0,2.0806249201579394,392
financial_results,26 feb 2025 08 00 cet wolter kluwer n v wolter kluwer 2024 year report alphen aan den rijn february 26 2025 wolter kluwer global leader professional information solution software service today release year 2024 result highlight revenue 5 916 million constant currency organically recur revenue total revenue organically non recur trend varied expert solution total revenue grow organically cloud software total revenue grow organically adjust operate profit 1 600 million constant currency adjust operating profit margin 27 include 27 million time pension gain restructuring cost 28 million dilute adjust eps 4 97 overall constant currency adjust free cash flow 1 276 million constant currency ahead expectation net debt ebitda 1 6x return invest capital roic imp,wolter kluwer 2024 year report,DOWN,-4.177552626662996,31997292544.0,234261050.0,450810.0,0.259,337200.0,0.0073212772511256,2,8,0.0416666666666666,0.0,0.2178917031680226,131
financial_results,12 nov 2024 08 00 cet getlink se regulatory news getlink paris oct 24 oct 23 variation jan oct 2024 jan oct 2023 variation navette camion camion 106 834 99 119 997 393 1 007 209 navette passager véhicule de tourisme 147 919 168 163 1 893 586 1 958 028 y compris voiture moto véhicule avec remorque caravane camping car et autocar en octobre 2024 leshuttle freight transporté 106 834 camion en hausse de par rapport au mois d octobre 2023 depuis le 1er janvier ce sont près de 1 million camion qui ont traversé la manche à bord des navette leshuttle transporté 147 919 véhicule de tourisme au mois d octobre en baisse de par rapport à octobre 2023 le trafic du mois d octobre 2023 avait bénéficié de l impact de la coupe du monde de rugby près de 1 9 million véhicule de tourisme ont ainsi é,getlink trafic navette du mois d octobre 2024,UP,0.0,9444126720.0,302698912.0,450810.0,0.728,337200.0,0.0320515512947289,1,8,0.0,0.0,0.3599002389082649,237
bond_fixing,14 jan 2025 13 42 cet sparebanken sør det er fastsatt ny obligasjonsrente no0013209833 ny obligasjonsrente renteperioden 16 01 2025 16 04 2025 er 6 47 ticker sor85 pro den nye obligasjonsrenten og renteperioden er fastsatt henhold til obligasjonsavtalen se vedlagt dokument utfyllende informasjon publisert av nordic trustee information access news oslo bor newsweb site information access news oslo bor newsweb site 636465_b4bd33ebcbf24681abb9ba5e2a4c2018 pdf sparebanken sør oslo børs newspoint sparebanken sør spb sør boligkreditt 24 29 frn c covd spb sør 15 25 2 spb sør 15 25 3 spb sør 20 26 frn c spb sør 20 30 frn c sub spb sor 21 27 frn c spb sor 21 perp frn c hybrid spb sor 21 25 1 80 pct spb sor 22 27 2 885pct spb sor 22 27 frn spb sor 22 27 4 15pct spb sor 22 perp frn c hybrid spb sor 22 26 frn spb sor 22 26 4 54pct spb sor 22 32 adj c sub spb sor 22 28 frn spb sor 23,rentefastsettelse,UP,0.0,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,1,13,0.0,0.0,0.2478083430358235,174
geographic_expansion,kraig labs otcqb kblb sign key agreement lam dong agro forestry research experiment center spider silkworm rear breed,kraig biocraft laboratories report sign landmark agreement south east asia,UP,0.0,83802400.0,786095486.0,777347.3684210526,1.048,627100.0,9.38034574188806,0,7,-0.05,0.0892857142857142,0.7960498939098472,434
management_changes,02 apr 2025 08 30 c bouygue maylis çarçabal est nommée directrice de la communication du groupe bouygues le 02 04 25 maylis çarçabal précédemment directrice de la communication et des marque du groupe tf1 est nommée directrice de la communication du groupe bouygues à partir du 1er avril 2025 maylis çarçabal démarré sa carrière chez carat aegis medias au sein du département conseil elle ensuite intégré la chaîne voyage not elle participé à la création après un nouveau passage chez carat entre 2001 et 2003 elle rejoint en 2004 la chaîne tmc appartenant alors au groupe pathé en qualité de directrice de la communication et du marketing lor de la prise de participation majoritaire de tmc par le groupe tf1 elle y poursuivi se mission jusqu en 2009 année au cours de laquelle elle intégré la direction de la communication du groupe tf1 en charge de la promotion des programme puis des activités de diversification et des nouveaux médias en 2018,maylis çarçabal est nommée directrice de la communication du groupe bouygue,DOWN,-0.5681793551799069,14777143296.0,185567272.0,450810.0,0.82,337200.0,0.0125577229835912,2,8,0.0,0.0,0.1840323076269476,96
exchange_announcement,lawrenceville n j april 11 2024 globe newswire imunon inc nasdaq imnn imunon company clinical stage drug development company focus develop dna mediate immuno oncology therapy generation vaccine today announce april 10 2024 receive write notice staff nasdaq stock market llc nasdaq inform company regain compliance minimum bid price requirement nasdaq listing rule 5550 2 minimum bid price requirement continued listing nasdaq capital market accordingly imunon complie applicable listing standard common stock maintain listing nasdaq capital market symbol imnn,imunon report compliance nasdaq listing requirement,UP,2.758617968111434,17679998.0,12808492.0,12655315.0,2.143,945100.0,0.7244622991473189,3,8,-0.15,0.0,2.958704709731222,452
partnerships,moonlake immunotherapeutic ink year technology partnership komodo health advance research inflammatory skin joint condition,moonlake immunotherapeutic ink year technology partnership komodo health advance research inflammatory skin joint condition,DOWN,-1.6898415305397727,2935368960.0,28324751.0,691265.0,1.23,267600.0,0.0096494687332252,2,7,0.0,0.0,0.5298349149760124,453
business_contracts,31 mar 2025 13 00 c af gruppen asa af gruppen er av hafslund celsio tildelt kontrakt elektromekaniske arbeider til aker sykehus varmesentral avtalen har en verdi på om lag mnok 100 ekskl mva aker sykehus varmesentral skal etter ombygge levere 52 mw fjernvarme og fungere som en spisslast og reservesentral til aker sykehus storbylegevakten og fjernvarmekunder groruddalen oslo delkontrakt 05 omfatt prosjektere og lever av innvendig varmesentral eksklusive biooljekjeler innvendig varmesentral består av elektromekanisk utstyr rørsystemer isolering av rør tanker og nødvendige stålkonstruksjoner mesanin trapper og røroppheng vi er stolte å ha blitt tildelt denne kontrakten hafslund celsio er norge største selskap innen fornybar fjernvarme og kjøling og vi er glade tilliten sier eirik wraal konserndirektør energi og miljø af gruppen planlegge og prosjektere vil starte omgående oppstart av arbeider forvente,inngår kontrakt på aker sykehus varmesentral,DOWN,-0.8534937090598351,16908649472.0,38253134.0,450810.0,0.581,337200.0,0.0022623411800774,0,13,0.0,0.0,0.2429040473167369,98
regulatory_filings,12 jun 2025 14 29 c guillemot corp attachment s voir document s joint s zie bijlage ver documento s em anexo 16165_1340089_nombretotaldedroitsdevoteetdactionscomposantlecapital20250531_v2 pdf guillemot les echos guillemot fr0000066722 gui euronext,guillemot corporation informations relative au nombre total de droits de vote et d action 31 05 2025,DOWN,-0.6302564782732566,73774512.0,4495282.0,450810.0,0.356,337200.0,0.0609327242991454,3,14,0.0333333333333333,0.0,0.4711375213786417,25
clinical_study,berwyn pa nov 27 2023 globe newswire annovis bio inc nyse anvs clinical stage drug platform company address neurodegenerative disease alzheimer s ad parkinson s disease pd develop novel transformative therapy announce ad phase ii iii study lead compound buntanetap exceed enrollment,annovis bio announce enrollment phase ii iii alzheimer s disease trial exceed original projection,UP,4.615387549767128,44107012.0,15624645.0,595065.0,1.618,805900.0,0.354244014534469,0,7,0.375,0.0,0.9803637507941774,588
interim_information,05 feb 2025 15 00 cet klp kommunekreditt find attach interim report q4 2024 information access news oslo bor newsweb site information access news oslo bor newsweb site 637787_q4_2024_klp kommunekreditt_engelsk pdf klp kommunekreditt oslo børs newspoint klp kommunekreditt 17 27 2 covd klp kommkreditt 20 25 frn covd klp kommkreditt 21 26 frn covd klp kommkreditt 22 29 4 40pct covd klp kommkreditt 22 27 4 40pct covd klp kommkreditt 23 27 frn covd klp kommkreditt 24 28 frn c covd no0010787997 no0010881949 no0011140428 no0012724824 no0012724808 no0012883133 no0013220228 oslo bør nordic alternative bond market,klp kommunekreditt q4 2024 interim report,DOWN,-0.0359867562411235,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,2,15,0.0,0.0,0.2164136542203984,151
business_contracts,01 apr 2025 07 45 c exail technology communiqué de presse paris 1er avril 2025 exail technology remporté un nouveau succès commercial important dan le domaine de la robotique maritime pour la lutte contre les mines une marine de la région asie pacifique décidé de s équiper de plusieur système de drones mid identification disposal systems ce contrat significatif représente près de 25 m de revenus pour exail les livraison des drones s étaleront sur 3 ans ce succès commercial s ajoute à un autre contrat remporté l année dernière pour la même application et à destination du même client final pour la fourniture d une suite de systèmes de navigation de systèmes de positionnement sous marin et de sonar pour plusieur million d euro cette commande additionnelle démontre la force du portefeuille de solution proposée par le groupe et sa capacité à proposer des systèmes complets comprenant des systèmes de drones des équipements de navigatio,exail remporte une commande d environ 25 m eur pour fournir des systèmes de drones de lutte contre les mines en asie pacifique,UP,2.1276677771900165,1415348096.0,16740177.0,450810.0,0.872,337200.0,0.0118276041401478,1,7,0.08,0.0,0.5382838856468308,97
changes_in_companys_own_shares,13 nov 2024 12 00 cet norsk hydro asa information transaction share buyback program norsk hydro asa announcement date share buyback program september 11 2024 end date share buyback program february 28 2025 overview transaction aggregate daily weight average total daily volume number share price transaction value date share day nok nok 06 11 2024 200 000 69 32 13 864 720 07 11 2024 7 211 69 86 503 744,norsk hydro status share buyback program,DOWN,-0.9535452925213508,116175208448.0,1135802750.0,450810.0,1.218,337200.0,0.0097766362132966,2,12,-0.0375,0.0,0.3193699972549655,236
financial_calendar,02 jan 2025 09 55 cet eam solar financial year 2024 29 04 2025 annual report 04 03 2025 quarterly report q4 financial year 2025 21 08 2025 half yearly report 21 05 2025 annual general meeting 22 05 2025 quarterly report q1 13 11 2025 quarterly report q3 information publish pursuant requirement set continue obligation information access news oslo bor newsweb site information access news oslo bor newsweb site eam solar oslo børs newspoint eam solar no0010607781 eam euronext expand,financial calendar eam solar,DOWN,-4.78333217143746,21683188.0,7634746.0,450810.0,0.312,337200.0,0.3521044045737186,3,9,-0.0233333333333333,0.1064285714285714,7.646945676161618,186
management_changes,information visit investor calendar https nasdaqbaltic com statistic en calendar nasdaq baltic issuer service 370 525 31459 vilnius 371 672 12431 riga 372 640 8800 tallinn https www nasdaqbaltic com nasdaq baltic common exchange regulate market alternative market north operate nasdaq company baltic state e nasdaq tallinn nasdaq riga ab nasdaq vilnius,mika kekki nimitetty upm specialty paper liiketoiminta alueen johtajaksi 1 1 2025 alkaen,DOWN,-0.3097045913347955,12413207552.0,524493599.0,450810.0,0.427,337200.0,0.0422528662960682,1,9,-0.3,0.0,0.2416398689269199,251
earnings_releases_and_operating_results,09 2025 07 35 c helgeland boligkreditt se vedlagte regnskap 1 kvartal 2025 information access news oslo bor newsweb site information access news oslo bor newsweb site 645875_hebo 1 kv 2025 pdf helgeland boligkreditt oslo børs newspoint helgeland boligkredi 19 25 frn covd helgeland boligkre 19 29 2 22 covd helgeland boligkredi 21 25 frn covd helgeland bolig 23 28 frn step c covd helgeland boligkredi 24 29 adj c covd helgeland boligkredi 24 32 adj covd helgeland boligkredi 24 30 adj c covd no0010865652 no0010867864 no0011117186 no0012852658 no0013119875 no0013251181 no0013333435 no0013431148 nordic alternative bond market,helgeland boligkreditt regnskap 1 kvartal 2025,UP,0.0770668779028367,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,4,7,0.0,0.0,0.2164136542203984,59
management_changes,argo virkebau chairman management board ceo delfi meedia subsidiary ekspress grupp leave company request december 31 2024 argo virkebau work ceo chairman management board delfi meedia 2018 supervisory board delfi meedia thankful argo virkebau long term contribution management growth medium company supervisory board delfi meedia elect erik heinsaar long time ceo õhtuleht kirjastus new member management board december 31 2027 erik heinsaar act ceo delfi meedia start january 1 2025 management board delfi meedia follow erik heinsaar chairman board piret põldoja sand maasik tarvo ulejev erle laak sepp urmo soonvald supervisory board s delfi subsidiary ekspress grupp latvia elect jānis grīviņš,change management board ekspress grupp s subsidiary,UP,0.0,35655064.0,16221727.0,450810.0,0.377,337200.0,0.4549627789197069,0,10,0.3272727272727272,0.0,0.547031405816764,238
shares_issue,16 oct 2024 00 50 c atlantic sapphire asa release publication distribution directly indirectly canada japan australia united states jurisdiction release publication distribution unlawful announcement constitute offer security describe reference previous stock exchange announcement atlantic sapphire asa atlantic sapphire company consolidated subsidiary group company s partially underwritten right issue right issue company shall issue total 6 417 000 001 new share offer share raise gross proceed nok equivalent usd 64 million consortium new investor exist shareholder jointly underwriter agree underwrite subscription offer share gross proceed nok equivalent usd 60 millio,atlantic sapphire asa resolution increase share capital settlement underwriting commission,DOWN,-4.78333217143746,308344416.0,18364083.0,450810.0,1.963,337200.0,0.0595570474024734,2,0,0.0677489177489177,0.0,2.7437671054528936,264
earnings_releases_and_operating_results,information visit investor calendar https nasdaqbaltic com statistic en calendar nasdaq baltic issuer service 370 525 31459 vilnius 371 672 12431 riga 372 640 8800 tallinn https www nasdaqbaltic com nasdaq baltic common exchange regulate market alternative market north operate nasdaq company baltic state e nasdaq tallinn nasdaq riga ab nasdaq vilnius,akershus energi tredje kvartal 2024,DOWN,-0.2581961738921842,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,3,7,-0.3,0.0,0.2164136542203984,249
earnings_releases_and_operating_results,30 jan 2025 10 00 cet avinor passasjertall fra avinor uke 4 er publisert tall avinor totalt og de 10 største lufthavnene oslo bergen trondheim stavanger tromsø bodø ålesund harstad narvik kristiansand og bardufoss tallene ligger publisert på https newsweb oslobor spørsmål om tallene trafikkstatistikk gaute skallerud riise gaute skallerud riise avinor presse presse avinor information access news oslo bor newsweb site information access news oslo bor newsweb site 637410_passasjertall uke hittil år uke 4 2025 pdf avinor oslo børs newspoint avinor 13 28 4 avinor 20 31 2 avinor 20 26 frn no0010675903 no0010881238 no0010881246 oslo børs,passasjertall avinor uke 4 2025,UP,1.5668270489033866,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,3,10,0.0,-0.3,0.2164136542203984,158
annual_report,february 20 2025 01 27 et source flsmidth s flsmidth s company announcement 1 2025 20 february 2025 copenhagen denmark today flsmidth s board director approve annual report 2024 highlight 2024 flsmidth group ceo mikko keto comment year s annual report highlight meaningful progress advance strategic initiative streamline operation enhance efficiency business thank effort achieve strong improvement underlying profitability mining cement business additionally significant progress wind non core activity reduce backlog establishment segment achievement testament hard work dedication employee proud accomplish year result deliver 2024 provide solid foundation ye,flsmidth 2024 annual report improve profitability solid progress key transformation effort,UP,1.3713658574598109,21877823488.0,45438847.0,450810.0,1.369,337200.0,0.0020769363563483,3,1,0.2270833333333333,0.0,0.3259443942305219,137
annual_report,28 04 2025 2024 augstsprieguma tīkls ast invest eur 162 2 million development latvia s transmission network majority eur 97 4 million allocate synchronisation relate project co finance european union reporting period ast achieve net turnover eur 154 million net profit eur 14 7 million strong operational performance drive stable revenue base line transmission service tariff cost efficiency align plan budget dividend income subsidiary conexus baltic grid conexus accord consolidated separate annual report publish ast group 2024 ast transmit 6 015 gwh electricity user latvia maintain similar volume 2023 6 024 gwh conexus transmit total 25 2 twh natural gas 2023 29 1 twh gas volume deliver domestic distribution system increase reach 8 8 twh 2023 8 2,correction audit result augstsprieguma tīkls group 2024,UP,0.0,2125790.0,1139296022.0,450810.0,0.508,337200.0,535.9400608714877,1,14,-0.0296296296296296,0.1170454545454545,2.7086052021113605,69
changes_in_companys_own_shares,12 2025 11 21 c safran attachment s voir document s joint s zie bijlage ver documento s em anexo 16165_1333521_statement_about_shares_ddv_april_2025 pdf safran les echos safran fr0000073272 fr0000073272 saf 4saf euronext,statement number share compose share capital number voting right april 30 2025,UP,1.8307566900446457,114640773120.0,313102309.0,450810.0,1.156,337200.0,0.00273116013159,0,11,0.2857142857142857,0.0,0.2760094893677113,56
changes_in_companys_own_shares,06 feb 2025 14 14 cet telenor asa 6 february 2025 benedicte schilbre fasmer ceo telenor primary insider acquire 3 500 telenor share nok 145 share update shareholding transaction 3 500 share information access news oslo bor newsweb site information access news oslo bor newsweb site 637934_krt 1500 benedicte fasmer feb 2025 pdf telenor asa oslo børs newspoint telenor telenor asa 23 28 frn c telenor asa 23 30 4 c no0010063308 no0012935313 no0012935339 tel oslo bør,trade primary insider,UP,1.2230193872245954,214769729536.0,1367658000.0,450810.0,0.207,337200.0,0.0063680203115902,3,14,0.4,0.0,0.1718830908315821,151
press_releases,certara global leader model informed drug development today announce celebration 25th anniversary simcyp consortium,certara s simcyp consortium celebrate 25th anniversary,UP,0.0920831417861723,1745637888.0,121837605.0,1806725.0,1.448,1507200.0,0.0697954632157938,1,8,0.0,0.0,0.5455581118807522,286
bond_fixing,riga tallinn vilnius nasdaq baltic market june 30 2025 nasdaq ndaq announce bond issue latvian company oc vision list nasdaq baltic north market nasdaq riga today oc vision large vision care company baltic successfully raise eur 10 million public bond offering fix annual coupon rate total demand secure bond reach eur 13 1 million oversubscribe offering attract interest retail institutional investor approximately demand investor come latvia rest originate lithuania estonia germany baltic capital market demonstrate substantial activity bond issue year state liene dubava ceo nasdaq riga listing oc vision north market mark notable milestone company latvian enterprise secure funding central finan,nasdaq welcome oc vision nasdaq baltic north market,UP,0.6230358437905194,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,0,10,0.2664285714285714,0.041077441077441,0.2616831810893866,7
annual_report,28 jan 2025 08 30 cet compagnie du bois sauvage attachment s voir document s joint s zie bijlage ver documento s em anexo 16165_1311179_2025_01_28_cbs_rap_en pdf compagnie bois sauvage les echos cie bois sauvage be0003592038 comb euronext,cie du bois sauvage buy share week 20 01 2025 24 01 2025,DOWN,-0.45662100456621,428836704.0,778205.0,450810.0,0.493,337200.0,0.0018146884180883,1,8,0.0,0.0,0.2482861040033923,160
partnerships,great global provider risk intelligence road safety climate impact smart eye ab industry leader driver monitor system dms today announce strategic collaboration deepen understanding driver risk advance life save vehicle technology partnership combine great s risk intelligence smart eye s advanced driver monitor system technology explore correlation driver eye movement advanced driver distraction warn addw alert crash risk company conduct comprehensive research advance understanding driver distraction drowsiness smart eye s ais system complete driver support solution design small volume oem fleet vehicle detect driver fatigue distraction project collect real world behavioral datum combine great s predictive risk analytic refine enhance service smart eye ar,swedish tech leader great smart eye partner advance vehicle safety driver risk analytic driver monitor technology,DOWN,-1.812002817605412,3159875328.0,258144286.0,450810.0,1.4,337200.0,0.0816944528515271,2,8,0.3414285714285714,0.0,0.5676075332304853,180
earnings_releases_and_operating_results,continue substantial growth trajectory begin 2023 quarter 2024 year 2024 celularity expect triple digit percentage increase combine net sale advanced biomaterial product biobanking business compare quarter 2023 year 2023,celularity announce net sale expectation quarter 2024 year 2024 reiterate advanced biomaterial product commercial development pipeline,UP,5.775357038053935,45503480.0,11684589.0,65020.0,0.764,90700.0,0.2567845140635397,3,9,0.16,0.0,1.6027104000860386,522
voting_rights,03 apr 2025 14 41 c high co information concern total number voting right share declaration pursuant article l 233 8 ii french commercial code 223 16 general regulation autorité des marchés financier amf date settlementof informationtotal number sharesnumber share voting right number voting right threshold calculation number actual voting right exercisable shareholder meeting march 31 202520 455 403809 38022 282 87521 473 495february 28 202520 455 403812 88622 282 79121 469 905january 31 202520 455 403818 98122 282 97721 463 996december 31 202420 455 403817 84522 282 77421 464 929 exclusively consist treasury share theoretical voting right calculate threshold crossing include voting right treasury share article 223 11 general regulation amf highco expert marketing communication highco support brand retaile,highco shareholde,DOWN,-2.0137323861594405,2068240896.0,66454795.0,450810.0,0.821,337200.0,0.0355729336206084,3,14,0.1410204081632652,0.1410204081632652,0.1613062600799348,95
